4B3/7k/5K1B/8/8/8/8/8 w - -,f1d3 g8f6 b1d2 f8e7 e1h1 e8h8 h2h3 h7h6 e3f4 b7b6
rn2kb1r/pp2pppp/2pq1n2/8/3P2b1/2NBB3/PPP2PPP/R2QK1NR w KQkq -,f2f3 g4h5 g1e2 e7e6 h2h4 b8d7 g2g4 h5g6 h4h5 g6d3
rn1qkbnr/pppbpppp/8/1B5Q/4p3/8/PPPP1PPP/RNB1K1NR w KQkq -,b1c3 g8f6 h5e2 b8c6 c3e4 c6d4 b5d7 d8d7 e2d3 d7a4
rnbq1rk1/pp1p1ppp/2p2n2/4p3/1bB1P3/2N2Q2/PPPPNPPP/R1B1K2R w KQ -,h2h3 f8e8 a2a3 d7d5 a3b4 d5c4 d2d3 b8a6 a1a6 b7a6
8/8/4B3/8/3N4/8/8/k2K4 w - -,d4b3 a1b2 d1d2 b2a2 d2c3 a2a3 e6c4 a3a2 b3a5 a2b1
r1bqkb1r/ppp1pp1p/2n2np1/3p4/3PP3/2N2P2/PPP3PP/R1BQKBNR w KQkq -,e4e5 f6h5 f1b5 c8d7 c1e3 h5g7 d1d2 c6a5 b5f1 c7c6
rnbqk2r/pp3ppp/2pp1n2/4p3/1bB1P3/2N2Q2/PPPPNPPP/R1B1K2R w KQkq -,d2d3 d6d5 e4d5 c6d5 c4b5 b8c6 e1h1 b4e7 f3g3 e8h8
rnbq1rk1/pp3ppp/2pp1n2/4p3/1bB1P3/2N2Q2/PPPPNPPP/R1B2RK1 w - -,f1e1 b7b5 c4b3 b4c5 d2d3 a7a5 a2a3 c8g4 f3g3 b8d7
rn1qkbnr/pp2pbp1/2p1p2p/3p3P/3P2P1/8/PPP2P2/RNBQKBNR w KQkq -,g1f3 b8d7 f3e5 d7e5 d4e5 d8c7 f2f4 e8a8 d1f3 g8f6
rnbqkb1r/pp3p1p/3p1np1/2p1p3/2B1P3/3P1Q2/PPP2PPP/RNB1K1NR w KQkq -,b1c3 b8c6 c3d5 f6d5 c4d5 d8e7 c2c3 f8g7 h2h4 h7h6
r1bqkbnr/pp2ppp1/2np3p/2p3B1/4P3/2NP4/PPP2PPP/R2QKBNR w KQkq -,g5c1 e7e6 g1f3 d6d5 e4d5 e6d5 d3d4 g8f6 f1e2 c5c4
r1bqk2r/pp3ppp/2n1pn2/1Bbp4/4P3/2N5/PPP2PPP/R1BQK1NR w KQkq -,c1g5 d5d4 e4e5 d8b6 e5f6 d4c3 f6g7 c5f2 e1e2 h8g8
rnbqk2r/pppp1ppp/4p3/8/1b1PnB2/4PN2/PPP2PPP/RN1QKB1R w KQkq -,b1c3 e4c3 b2c3 b4c3 f3d2 c3a1 d1a1 e8h8 f4g3 b7b6
r1bqk1nr/pp3pbp/2n1p1p1/1B1pP3/3P4/2N5/PP3PPP/R1BQK1NR w KQkq -,b5c6 b7c6 g1f3 c8a6 c3a4 g7f8 c1d2 a6b5 a1c1 h7h6
r1b1kbnr/pp3ppp/2n1p3/1N6/3pq3/2P2N2/PP3PPP/R1BQKB1R w KQkq -,f1e2 a8b8 e1h1 a7a6 f3g5 e4f5 e2d3 f5f6 b5d4 c6d4
