r3r1k1/1R1n1ppp/p2p4/2p1P1PP/3q1P2/3B1Q2/2PK4/7R b - -,d7f8 g5g6 e8e6 g6f7 g8h8 h5h6 g7g5 b7d7 a8b8 d7d6
5rk1/1pp3p1/r3p2p/p3p3/P2qP3/1Q1P4/1P2RPPP/R5K1 b - -,a6b6 b3c2 f8f7 h2h3 b6b4 a1a3 c7c6 a3a2 g8f8 b2b3
r2q1rk1/pp3ppp/1npbb3/3pN3/3Q4/PB6/1P3PPP/R1B1R1K1 b - -,d8f6 h2h4 h7h6 c1f4 c6c5 d4d2 a8e8 b3c2 e6f5 c2f5
8/6k1/8/6PR/7P/7r/1K6/8 b - -,h3e3 h5h6 e3d3 b2c2 d3d4 c2c3 d4d8 c3c4 d8d2 h6e6
8/8/3p4/3Pkp2/3bp2p/6r1/1p5K/5R2 b - -,h3e3 h5h6 e3d3 b2c2 d3d4 c2c3 d4d8 c3c4 d8d2 h6e6
r2qkbnr/pp2ppp1/2n5/1BppP2p/Q2P2bP/2P5/PP3PP1/RNB1K1NR b KQkq -,d8c7 c1e3 c5d4 c3d4 e7e6 g1e2 g8e7 b1c3 a7a6 b5d3
8/4Q1Bp/1p2p1p1/1r6/6k1/4P2P/2r2qP1/6RK b - -,d8c7 c1e3 c5d4 c3d4 e7e6 g1e2 g8e7 b1c3 a7a6 b5d3
r2qkbnr/pp1b2pp/2n1pP2/2pp4/P7/N1P2N2/1P1P1PPP/R1BQKB1R b KQkq -,g8f6 f1b5 f8d6 d2d4 d8c7 a3c2 e8h8 e1h1 c5c4 d1e2
r3r1k1/1p1b1pp1/1p5p/3Pq3/1R6/P2Q1B2/1P4PP/R5K1 b - -,
8/6Bp/1p1Qp1p1/1r6/8/4P1kP/2r2qP1/6RK b - -,e5d6 a1d1 e8e5 h2h3 h6h5 d3c3 a8e8 d1f1 e5f5 f1e1
r3r1k1/1R1n1ppp/p7/2p1P1PP/3q4/3B1Q2/2PK4/7R b - -,d7e5 f3g3 c5c4 g5g6 c4d3 g6f7 e5f7 c2d3 a8c8 h1c1
r1b1kb1r/ppp1qppp/8/3p4/4n3/1P6/PBPPQPPP/RN2KB1R b KQkq -,h7h5 b1c3 e4c3 d2c3 c8g4 e2e7 f8e7 h2h3 g4e6 b2c1
8/2p3qk/6pp/2Q5/r7/5p1P/5PP1/4R1K1 b - -,
2k5/1p1q1pp1/p3p2p/2P1b2P/1P6/P2Q1P2/2KN2P1/8 b - -,e5c7 d3d7 c8d7 c2d3 d7c6 d3c4 b7b5 c5b6 c7b6 d2e4
