6k1/p2q3p/1p2p1p1/3pP1Q1/P7/1Pr4P/2r2PP1/1R3RK1 b - -,c3c7 b1c1 c2c1 f1c1 c7c1 g5c1 d5d4 g1f1 d4d3 f1e1
r4rk1/pp2ppbp/6p1/8/2b5/P1P1BN2/1P1R1PPP/5RK1 b - -,c4f1 g1f1 f8d8 d2c2 b7b6 g2g4 a8c8 f1e2 h7h6 c2c1
1k6/1pp3pp/pb2p3/4npN1/8/1BN3P1/P2r3P/1R3K2 b - -,d2f2 f1g1 h7h6 b3d1 f2b2 g1f1 b2b1 c3b1 h6g5 d1b3
2kr4/1pb2p2/p3p1p1/2p3Q1/2N3p1/2P5/PP1PKPb1/R1B4r b - -,d2h2 c3d1 h2h1 f1e2 g7g6 b3e6 h1h2 e2f1 h7h6 g5f7
r1bbqrk1/6p1/2p1pn2/6NP/Pp1P1P2/1B2P3/2Q3P1/2KR3R b - -,d8e7 c2g6 e8g6 h5g6 f6d5 g5h7 f8d8 h1h5 d5c3 d1h1
8/5R1p/2k5/5p2/3r4/5PKP/6P1/5N2 b - -,c6d6 f7f5 d6e6 f5a5 h7h5 h3h4 e6f6 f1e3 d4d8 e3d5
4rk1r/2pq1p1p/p2p1Ppb/2p5/4N3/2P2Q2/PP3PPP/3RR1K1 b - -,a6a5 e1e2 d7c8 d1e1 f8g8 e4g5 e8e5 e2e5 d6e5 e1e5
5r2/4k3/1p1bprp1/p2p1q2/3P1P2/2P2Q2/PP3RPP/R1B3K1 b - -,d6f4 c1f4 f5f4 f3f4 f6f4 f2e2 f8f6 a1e1 a5a4 a2a3
r4rk1/1pp2pp1/1pnnq1b1/6Pp/1P1pPQ1P/P2P4/1BP1BN2/2KR3R b - -,d6b5 c1d2 b5a3 b2a3 e6e7 d1a1 a8a3 h1b1 a3a1 b1a1
rn1qk2r/ppp2ppp/3p1n2/2b1p3/2B1P3/2PP1P1P/PP3P2/RNBQK2R b KQkq -,e8h8 h1g1 g8h8 f3f4 e5f4 c4b3 f8e8 d1e2 d6d5 c1f4
r2n1rk1/1p1b1pb1/p2B1q1p/3Pp1p1/2N1P1n1/5N2/PP2BPPP/2RQ1RK1 b - -,b7b5 f3e5 b5c4 e5d7 f6d6 e2g4 f8e8 c1c4 e8e7 d1a4
r4rk1/pp2ppbp/6p1/8/2b5/2P1BN2/PP1R1PPP/R5K1 b - -,e7e6 a2a4 a7a5 f3d4 f8d8 a1d1 e6e5 d4b5 g7f6 f2f3
2bbqrk1/6p1/2p1pnQ1/r5NP/Pp1P1P2/1B2P3/6P1/2KR3R b - -,c6c5 c1b2 c5c4 b3c4 a5a4 g6e8 f8e8 c4b5 a4a3 b5e8
6k1/p1rq3p/1p2p1p1/3pP1Q1/P7/1P5P/2r2PP1/1RR3K1 b - -,c2c1 b1c1 c7c1 g5c1 d5d4 g1f1 d4d3 f1e1 d7d4 c1c8
r1bqk1nr/pp1pppbp/2n3p1/8/4PP2/5N2/PPPQ2PP/RNB1KB1R b KQkq -,d7d6 b1c3 g8f6 f1d3 e8h8 h2h3 c6b4 a2a4 d8b6 a4a5
1k6/1pp3p1/pb2N2p/4np2/8/1BN3P1/P2r3P/1R3K2 b - -,d2f2 f1e1 f2h2 b3d1 e5d3 e1f1 g7g6 b1b6 c7b6 c3e2
r1bq1rk1/pp2p1bp/2n3p1/5p2/3PP3/4BN1P/P3BPP1/R2Q1RK1 b - -,c6a5 a1c1 f5e4 f3g5 h7h6 g5e4 b7b6 e2d3 d8d5 c1c7
r2nr1k1/1p1b1pb1/p2B1q1p/3Pp1p1/2N1P1n1/5N1P/PP2BPP1/2RQ1RK1 b - -,a8c8 d6a3 h6h5 h3g4 h5g4 f3h2 g4g3 f2g3 f6g6 c4d6
2r2rk1/pp2ppbp/2n3p1/qB1pP3/P2Pb1P1/2P1R2P/3N1P2/R1BQ2K1 b - -,g7h6 e3g3 h6g7 d2e4 d5e4 c1a3 a7a6 b5f1 f7f5 g4f5
r2q1r1k/1pp1b1pp/p2pBn2/8/2Q1PB2/2N5/PP3PPP/4R1K1 b - -,f6h5 f4e3 e7g5 g2g3 g5e3 e1e3 d8f6 e3e2 b7b5 c4b3
8/3B1K1k/3B4/8/8/8/8/8 b - -,f6h5 f4e3 e7g5 g2g3 g5e3 e1e3 d8f6 e3e2 b7b5 c4b3
1r3rk1/p6p/b2p1n1Q/q2Pp3/4P3/1Pp3NP/P7/1KR2B1R b - -,f8c8 g3f5 c3c2 c1c2 a5e1 h6c1 e1c1 b1c1 c8c2 c1c2
rn1q1rk1/ppp1bppp/5n2/8/2BP2b1/2N2N2/PP2QPPP/R1B1R1K1 b - -,b7b5 c4b5 c7c6 h2h3 c6b5 h3g4 b5b4 e2e7 d8e7 e1e7
r2nr1k1/1p1b1pb1/p2B3p/3Pp1p1/2N1PqP1/5N2/PP2BPP1/2RQ1RK1 b - -,a8c8 d6a3 f4e4 c4e3 b7b5 c1c8 d7c8 d1c1 c8b7 f3d2
r7/8/P6p/K1k4P/B4p2/5P2/8/8 b - -,
r3kb1r/1pqb1ppp/p2ppn2/8/4PBn1/2N3P1/PPPN1PBP/R2Q1RK1 b kq -,a8b8 h2h3 g4e5 f4e3 f8e7 f2f4 e5g6 a1c1 e8h8 c3e2
rn1qk2r/ppp1bppp/3p1n2/8/3PP1b1/5N1P/PP2QPP1/RNB1KB1R b KQkq -,g4h5 b1c3 e8h8 g2g4 h5g6 f1g2 f8e8 e1h1 f6e4 c3e4
8/pp1kbp2/n1p1n3/3pPppp/P2P4/1P1BPN2/1BP3PP/6K1 b - -,g5g4 f3e1 f5f4 e3f4 e6f4 d3f5 f4e6 g2g3 a6c7 c2c3
3r1rk1/5pbp/1qp1p1p1/R1N5/1n1PN3/4PP2/3Q2PP/1R4K1 b - -,d8d4 e3d4 b6a5 b1b4 a5a1 g1f2 f8d8 c5b3 a1a7 e4c5
r1k2b1r/ppN1pppp/5n2/1B3b2/3Q1B2/5p2/PPn3PP/R4KNR b - -,f3g2 f1g2 c2d4 a1e1 d4b5 c7b5 f6d5 f4g3 f5d7 b5d4
r3k1nr/pp1bppbp/6p1/qB1PN3/8/2N1B3/PP3PPP/R2QK2R b KQkq -,g8f6 e5d7 f6d7 e3d4 g7d4 d1d4 e8a8 b5d7 c8d7 e1h1
3k4/3n2pN/p1p5/1p1p4/3P4/1PN1Q2P/1PP2qP1/4R2K b - -,f2e3 e1e3 a6a5 h7g5 d7f6 h1g1 f6g8 e3e1 g7g6 g5f3
2rq1rk1/pp1nbppp/5n2/2pp1B2/3P1Bb1/2P2N2/PPQN1PPP/R4RK1 b - -,
3rr1k1/pb3pN1/1pp2q1p/4p1p1/4Pn2/1BP3BP/PPQ2PP1/3RR1K1 b - -,d8d1 e1d1 g8g7 d1d7 e8e7 c2d1 f4e2 g1h2 e2g3 f2g3
rnbqkb1r/pp1p1ppp/2p2n2/8/2PpP3/6P1/PP3PBP/RNBQK1NR b KQkq -,f8b4 c1d2 b4d2 d1d2 c6c5 e4e5 f6g4 d2e2 d7d6 e5d6
2r2rk1/1p2ppbp/p1n3p1/q2pP3/P2Pb1P1/2P1R2P/3N1P2/R1BQ1BK1 b - -,g7h6 e3g3 h6g7 d2e4 d5e4 d1e2 b7b5 c1b2 b5b4 e2e4
r1bqk1nr/pppn1pb1/3pp1p1/7p/3PP2P/2N1BN2/PPPQ1PP1/R3KB1R b KQkq -,g8e7 f3g5 a7a6 e1a1 b7b5 c3e2 d7b6 e2f4 d8d7 f2f3
r2q1rk1/1pn2ppp/2pb1n2/p2p4/3P4/P1NBPPB1/1PQ2P1P/1R3RK1 b - -,a8b8 c3a4 g7g6 b2b4 a5b4 a3b4 g8g7 b4b5 c6b5 d3b5
r1bqkb1r/ppp3pp/4Pn2/3p4/3n4/2NQ4/PPPP1PPP/R1B1KBNR b KQkq -,d4e6 g2g3 f8c5 b2b4 c5b6 g1f3 f6g4 d3d5 g4f2 h1g1
r2nr1k1/1p3pb1/p2B3p/3PN1p1/2N1Pqb1/8/PP2BPP1/2RQ1RK1 b - -,g4e2 d1e2 g7e5 d6e5 e8e5 c4e5 f4e5 f1d1 f7f6 d5d6
