r1bqkbnr/pp2pppp/8/2Ppn3/8/2N1B3/PPP2PPP/R2QKBNR b KQkq -,e5d7 d1d5 e7e6 d5c4 g8f6 g1f3 f8e7 e1a1 e8h8 g2g4
rnbqkbnr/ppp3pp/4pp2/3p4/3P4/3N4/PPP1PPPP/RNBQKB1R b KQkq -,g8e7 e2e3 b8c6 f1e2 g7g6 e1h1 f8g7 b1d2 a7a5 c2c4
r1bqkbnr/pppp2pp/2n5/4p2Q/2B1P3/8/PPP2PPP/RNB1K1NR b KQkq -,e8e7 h5f7 e7d6 g1f3 c6b4 b1c3 d8e7 f3e5 g8f6 c1f4
rnbqkb1r/pp1n1ppp/4p3/2PpP3/8/8/PPP1NPPP/R1BQKBNR b KQkq -,f8c5 f2f4 d8b6 g1h3 f7f6 e2c3 f6e5 h3g5 c5f2 e1e2
rnbq1rk1/pp2ppbp/2p2np1/3P4/3P4/2N1PN1P/PP3PP1/R1BQKB1R b KQ -,d8a5 d5c6 b8c6 f1c4 c8f5 e1h1 e7e5 d4d5 a5c5 d5c6
r1bqkb1r/ppp1nppp/2n5/4P3/2Pp4/1Q3N2/PP1BPPPP/RN2KB1R b KQkq -,g7g6 b1a3 a7a5 a3b5 a5a4 b3d3 f8g7 b5d4 c6e5 f3e5
r1bqk2r/pppn1pbp/3p1np1/4P3/5B2/2PBPN2/PP3PPP/RN1QK2R b KQkq -,f6g4 e5d6 d7e5 d3b5 c7c6 b5e2 e8h8 f3e5 g4e5 e1h1
2k5/4K3/8/1BB5/8/8/8/8 b - -,f6g4 e5d6 d7e5 d3b5 c7c6 b5e2 e8h8 f3e5 g4e5 e1h1
r1bqkb1r/pp2nppp/2n1p3/2pP4/8/5NP1/PPPP1PBP/RNBQ1RK1 b kq -,c6a5 d5e6 c8e6 d2d4 e7f5 f3g5 e6c4 f1e1 f8e7 d4d5
rnb1kb1r/ppp2ppp/5n2/5q2/4p3/2NP4/PPP1QPPP/R1B1KBNR b KQkq -,e4e3 f2e3 b8c6 g1f3 c8e6 c1d2 e8a8 a2a3 f8d6 e3e4
rn2kbnr/pp3ppp/1qp1p3/4Pb2/2BP4/2N2N2/PP3PPP/R1BQK2R b KQkq -,f5g6 e1h1 b8d7 c4d3 g6d3 d1d3 g8e7 c1e3 b6d8 e3g5
r2qk1nr/ppp2ppp/2np4/2b1p1N1/2B1P1b1/2N5/PPPP1PPP/R1BQ1RK1 b kq -,d8g5 d2d4 g5g6 d4c5 g4d1 f1d1 d6c5 c4b5 e8f8 b5c6
r1bqkb1r/2pp1pp1/p1n2n1p/1p2p3/P3P3/1BN2N2/1PPP1PPP/R1BQK2R b KQkq -,b5a4 b3a4 f8d6 d2d3 e8h8 e1h1 c8b7 h2h3 a6a5 f1e1
rnb1kbnr/pp2pppp/8/2P5/4P3/8/PPP3PP/RNBK1BNR b kq -,b8d7 b1c3 g8f6 g1f3 d7c5 f1b5 c8d7 b5d7 f6d7 c1e3
rn1qkb1r/pp2pppp/2p2n2/2Pp1b2/3P4/2N2P2/PP2P1PP/R1BQKBNR b KQkq -,e7e5 e2e3 e5d4 e3d4 b7b6 g2g4 f5c8 c5b6 a7b6 f1d3
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/PP2P3/1BPPBPPP/RN1QK1NR b KQkq -,f8d6 d2d4 e5d4 e3d4 c6e7 g1f3 e7g6 e1h1 e8h8 f1e1
rnbqkb1r/1p3ppp/p2ppn2/2p5/P1B1P3/1PN2N2/2PP1PPP/R1BQK2R b KQkq -,d6d5 c4d3 b8c6 e4d5 e6d5 e1h1 f8e7 c3e2 c6b4 c1a3
8/pp6/3k1p2/3P2p1/3K2P1/2P2P2/8/8 b - -,b7b5 d4e4 a7a5 e4d4 a5a4 c3c4 b5c4 d4c4 a4a3 c4b3
r1bqkb1r/pp1p1ppp/2n2n2/2p1N3/2B1P3/2N5/PPPP1PPP/R1BQK2R b KQkq -,c6e5 d2d3 f8e7 c4b3 e5c6 e1h1 e8h8 f2f4 c6d4 h2h3
2k1r3/2pr1ppp/ppb2n2/2p5/P1N1PN2/1P3P2/2P3PP/2KR3R b - -,c8b7 h2h4 b6b5 c4b2 d7d6 d1d2 b7b6 h1d1 e8d8 h4h5
rnbqkb1r/ppp2ppp/5n2/4p3/3pP3/6N1/PPPP1PPP/R1BQKBNR b KQkq -,h7h5 h2h4 c8g4 g1f3 a7a6 c2c3 c7c5 d2d3 b8c6 f1e2
rnbqk2r/ppp1ppbp/3p2p1/8/3P1P2/2NB1N2/PPP2PPP/R2QK2R b KQkq -,e8h8 e1h1 e7e6 f1e1 b8c6 c3e2 a8b8 d3e4 c6e7 d1d2
r1bqkb1r/1pp2ppp/p1n1pn2/3p4/2PP4/P1NBP3/1P3PPP/R1BQK1NR b KQkq -,c8d7 b2b3 e6e5 g1e2 e5d4 e3d4 d7e6 c1e3 g7g6 e2f4
N1bq1b1r/pp2kppp/2n1pn2/3p4/3P1B2/8/PPP1PPPP/R2QKBNR b KQ -,c8d7 a8c7 g7g5 c7d5 e6d5 f4g5 d8b6 g1f3 h8g8 a1b1
N1b2b1r/pp2kppp/2n1pn2/q2p4/3P1B2/2P5/PP2PPPP/R2QKBNR b KQ -,e7d7 g1f3 f8d6 e2e3 f6e4 f3e5 d6e5 f4e5 c6e5 d4e5
