5Qk1/5q1p/p5p1/2p5/1p1pp3/1P1P3R/P1P3PP/7K b - -,c6e7 f6g7 a7a6 e4b7 e7g8 b7a6 f7f5 e5f6 g8f6 a6b7
7k/2p3pp/1p2r3/3p4/PP2p3/4RP2/2P3PP/6K1 b - -,h7h6 f3e4 d5e4 e3a3 e6f6 a4a5 b6a5 b4a5 h8h7 g2g4
r1b4r/ppQ2pkp/2n1pp2/3p4/2Nq3P/8/P1P1BPP1/3R1K1R b - -,d4c5 c4d6 c8d7 c7d7 h8f8 h1h3 f6f5 d7c7 c5b6 c7b7
8/kp4R1/p7/P1K5/4b3/2P5/8/8 b - -,e4h1 g7h7 h1c6 c3c4 c6f3 h7h6 f3e4 c5b4 e4g2 b4b3
8/r6p/P1n1k3/8/5Kp1/5pP1/3N4/R7 b - -,
r1b1k2r/ppp2ppp/2Np1nq1/8/2B5/1Q3N2/PP3PPP/R1B2RK1 b kq -,a7a5 f1e1 e8f8 c6e7 g6g4 e7c8 a5a4 b3c2 g4c8 c4f1
5qk1/7p/p5p1/2p5/1p1pp3/1P1P3R/P1P3PP/6K1 b - -,a7a5 f1e1 e8f8 c6e7 g6g4 e7c8 a5a4 b3c2 g4c8 c4f1
3k3r/pbNq2pp/1p1B4/3p1p2/4p3/1P3P2/1PP1Q1PP/R4RK1 b - -,d7d6 c7b5 d6c5 g1h1 a7a6 f3e4 c5b5 e2b5 a6b5 e4d5
rnb1kbnr/pppq1ppp/3p4/4p3/2B1P3/5Q2/PPPPNPPP/RNB1K2R b KQkq -,b7b5 c4b3 g8f6 e1h1 f8e7 a2a4 b5b4 a4a5 e8h8 d2d4
b4bnk/r3q3/PQ2p3/1R1pPpB1/2pN4/6P1/2B2P1N/6K1 b - -,e7h7 b6e6 f8e7 c2f5 h7g7 g5e3 e7h4 b5b8 h4g3 h2g4
rbbqk1nr/pp3ppp/2n5/1NPp4/8/3BBN2/PPP2PPP/R2QK2R b KQkq -,a7a6 b5d4 g8f6 e1h1 c8g4 h2h3 g4h5 g2g4 h5g6 d3g6
6k1/2p3pp/1p2r3/3p4/PP2P3/4R3/2P3PP/6K1 b - -,g7g6 g1f1 d5d4 e3d3 e6e4 a4a5 b6a5 b4a5 e4e6 d3a3
r1bq1rk1/pp2bppp/4pn2/2pp4/1n3P2/1P1BPNQ1/PBPP2PP/RN3RK1 b - -,b4d3 c2d3 d5d4 b1a3 d4e3 d2e3 d8d3 f3e5 d3a6 a1d1
r4rk1/2Qb1q1p/1p2p3/p2pP1p1/3Np3/4P1P1/PP3P1P/R4RK1 b - -,a8c8 c7b6 c8b8 b6a5 b8b2 a5a3 b2f2 a3f8 f7f8 f1f2
8/ppk4P/2b5/2p5/8/3B4/PPP2K2/8 b - -,c5c4 d3c4 b7b5 c4d3 b5b4 h7h8q a7a6 h8e5 c7b7 e5e7
r1bqk2r/ppp3pp/2nb4/1B3p2/3Pp3/1QP1P3/P2N1PPP/R1B1K2R b KQkq -,a7a6 b5c6 b7c6 c1a3 a6a5 a3d6 c7d6 e1h1 c8a6 c3c4
r2q1rk1/p3pp1p/3p2pB/3Rb3/8/8/PPP1QPPP/2K4R b - -,e5g7 h6g7 g8g7 e2d2 a8c8 h2h4 h7h5 h1h3 d8b6 b2b3
